time_s,bytes_cum,bytes_delta,inst_bps,ema_bps,chunk_size
24.256,24533201,217088,748176.585,740261.893,131072
24.516,24709329,176128,676840.331,727577.581,131072
24.775,24885457,176128,680467.017,718155.468,131072
25.045,25110737,225280,834264.697,741377.314,131072
25.328,25352401,241664,855548.031,764211.457,131072
25.605,25585873,233472,841501.563,779669.478,131072
25.886,25827537,241664,861883.080,796112.199,131072
26.159,26069201,241664,885219.360,813933.631,131072
26.440,26335441,266240,945780.665,840303.038,131072
26.723,26646737,311296,1102051.336,892652.697,131072
26.993,26974417,327680,1213170.422,956756.242,131072
27.258,27322577,348160,1311327.716,1027670.537,131072
27.524,27687121,364544,1373918.005,1096920.031,131072
27.799,28022993,335872,1219104.256,1121356.876,131072
28.072,28432593,409600,1502548.022,1197595.105,131072
28.348,28825809,393216,1421964.553,1242468.995,131072
28.629,29292753,466944,1662530.611,1326481.318,131072
28.888,29702353,409600,1581329.807,1377451.016,131072
29.169,30162993,460640,1636892.917,1429339.396,131072
29.441,30632145,469152,1729322.311,1489335.979,131072
29.727,31059305,427160,1492688.044,1490006.392,131072
29.997,31587825,528520,1959522.288,1583909.571,131072
30.265,32051025,463200,1726969.545,1612521.566,131072
30.602,32482689,431664,1280060.732,1546029.399,131072
30.859,32815729,333040,1298863.378,1496596.195,131072
31.125,33047409,231680,870391.402,1371355.236,131072
31.402,33315289,267880,965264.460,1290137.081,131072
31.683,33565793,250504,892814.119,1210672.489,131072
31.961,33849353,283560,1020639.184,1172665.828,131072
32.224,34098753,249400,946421.321,1127416.926,131072
32.487,34407049,308296,1171464.235,1136226.388,131072
32.818,34751113,344064,1040268.122,1117034.735,131072
33.090,35009161,258048,950406.831,1083709.154,131072
33.361,35263113,253952,934136.794,1053794.682,131072
33.621,35454361,191248,735831.866,990202.119,131072
33.963,35638681,184320,540018.405,900165.376,131072
34.554,35806617,167936,283819.311,776896.163,131072
34.816,35913113,106496,407181.654,702953.261,131072
35.084,36068761,155648,580996.161,678561.841,131072
35.363,36195777,127016,454804.403,633810.354,131072
35.646,36396481,200704,710590.203,649166.324,131072
35.963,36519713,123232,388675.082,597068.075,131072
36.313,36683345,163632,466888.500,571032.160,131072
36.591,36875857,192512,691854.594,595196.647,131072
36.868,37056081,180224,650704.505,606298.219,131072
37.136,37252689,196608,734276.077,631893.790,131072
37.407,37445201,192512,711192.812,647753.595,131072
37.679,37670481,225280,828711.803,683945.236,131072
37.943,37916241,245760,929781.731,733112.535,131072
38.227,38211153,294912,1038688.791,794227.786,131072
38.500,38489681,278528,1019184.727,839219.174,131072
38.768,38764113,274432,1023670.745,876109.488,131072
39.044,39091793,327680,1187918.239,938471.239,131072
39.321,39439953,348160,1255249.435,1001826.878,131072
39.583,39784017,344064,1314451.038,1064351.710,131072
39.859,40185425,401408,1452794.529,1142040.274,131072
40.150,40509009,323584,1114942.240,1136620.667,131072
40.424,40783441,274432,1000760.329,1109448.599,131072
40.727,41107025,323584,1067537.630,1101066.405,131072
41.283,41356881,249856,449474.181,970747.961,131072
41.557,41557585,200704,732507.579,923099.884,131072
41.830,41758289,200704,735747.063,885629.320,131072
42.183,41885265,126976,358888.479,780281.152,131072
42.443,42008145,122880,473823.635,718989.648,131072
42.702,42122833,114688,442311.801,663654.079,131072
42.971,42266193,143360,532250.615,637373.386,131072
43.236,42446417,180224,680923.863,646083.482,131072
43.520,42634833,188416,663572.138,649581.213,131072
43.811,42786385,151552,521765.475,624018.065,131072
44.066,42933841,147456,576474.691,614509.390,131072
44.353,43122257,188416,656842.293,622975.971,131072
44.642,43273809,151552,525449.374,603470.652,131072
44.901,43454033,180224,695764.163,621929.354,131072
45.168,43703889,249856,936085.813,684760.646,131072
45.455,43912785,208896,725468.099,692902.136,131072
45.708,44142161,229376,909097.395,736141.188,131072
45.971,44342865,200704,761138.492,741140.649,131072
46.236,44527185,184320,697222.081,732356.935,131072
46.525,44781137,253952,878776.816,761640.911,131072
46.786,44928593,147456,563877.514,722088.232,131072
47.073,45133393,204800,713838.072,720438.200,131072
47.431,45280849,147456,412653.868,658881.334,131072
47.691,45424209,143360,549731.826,637051.432,131072
47.983,45616721,192512,661100.944,641861.334,131072
48.260,45805137,188416,679580.240,649405.115,131072
48.540,45985361,180224,644072.570,648338.606,131072
48.812,46231121,245760,903285.657,699328.017,131072
49.071,46427729,196608,758723.713,711207.156,131072
49.328,46698065,270336,1049806.144,778926.954,131072
49.597,46964305,266240,990146.510,821170.865,131072
49.856,47267409,303104,1172229.624,891382.617,131072
50.119,47566417,299008,1134467.619,939999.617,131072
50.407,47951441,385024,1337667.337,1019533.161,131072
50.681,48275025,323584,1181054.453,1051837.420,131072
50.938,48619089,344064,1338156.022,1109101.140,131072
51.209,48897617,278528,1028529.690,1092986.850,131072
51.485,49159761,262144,951614.824,1064712.445,131072
51.765,49491537,331776,1184708.231,1088711.602,131072
52.039,49823313,331776,1210596.662,1113088.614,131072
52.333,50183761,360448,1223437.313,1135158.354,131072
52.613,50523729,339968,1216831.074,1151492.898,131072
52.901,50908753,385024,1333350.418,1187864.402,131072
53.168,51256913,348160,1304019.854,1211095.492,131072
53.447,51682897,425984,1529640.776,1274804.549,131072
53.721,52084305,401408,1466872.332,1313218.105,131072
53.990,52485713,401408,1489082.689,1348391.022,131072
54.274,52932177,446464,1573274.518,1393367.721,131072
54.530,53366353,434176,1695045.875,1453703.352,131072
54.798,53849681,483328,1801588.497,1523280.381,131072
55.056,54349393,499712,1939075.607,1606439.426,131072
55.340,54808145,458752,1616485.081,1608448.557,131072
55.701,55258281,450136,1247420.352,1536242.916,131072
55.954,55524881,266600,1051084.853,1439211.303,131072
56.226,55809969,285088,1050943.991,1361557.841,131072
56.500,56154361,344392,1253127.433,1339871.759,131072
56.786,56511561,357200,1251138.792,1322125.166,131072
57.060,56857089,345528,1262749.355,1310250.004,131072
57.320,57204193,347104,1330462.644,1314292.532,131072
57.602,57616337,412144,1466159.904,1344666.006,131072
57.862,58000633,384296,1476132.347,1370959.274,131072
58.139,58457705,457072,1651904.270,1427148.273,131072
58.412,58850769,393064,1435344.253,1428787.469,131072
58.686,59318225,467456,1707079.881,1484445.952,131072
58.954,59771697,453472,1696447.043,1526846.170,131072
59.231,60272705,501008,1806542.898,1582785.516,131072
59.499,60799777,527072,1968267.056,1659881.824,131072
59.753,61312369,512592,2016267.275,1731158.914,131072
60.062,61849745,537376,1737979.061,1732522.943,131072
60.332,62308593,458848,1701798.124,1726377.980,131072
60.634,62571881,263288,870303.929,1555163.170,131072
60.943,62867521,295640,956267.362,1435384.008,131072
61.195,63032345,164824,654079.844,1279123.175,131072
61.474,63217937,185592,666646.551,1156627.850,131072
61.807,63451065,233128,700702.933,1065442.867,131072
62.077,63663921,212856,787048.763,1009764.046,131072
62.328,63837313,173392,690593.476,945929.932,131072
62.602,64058497,221184,808211.319,918386.210,131072
62.875,64324737,266240,975286.681,929766.304,131072
63.159,64631937,307200,1082220.581,960257.159,131072
63.441,64885889,253952,899270.780,948059.884,131072
63.706,65188993,303104,1142098.374,986867.582,131072
63.974,65496193,307200,1149875.318,1019469.129,131072
64.235,65836161,339968,1299954.000,1075566.103,131072
64.492,66118785,282624,1098116.071,1080076.097,131072
64.748,66380369,261584,1022443.939,1068549.665,131072
65.045,66711713,331344,1117413.314,1078322.395,131072
65.308,67046161,334448,1272432.245,1117144.365,131072
65.571,67291497,245336,933251.320,1080365.756,131072
65.844,67544065,252568,923730.971,1049038.799,131072
66.107,67802305,258240,980446.129,1035320.265,131072
66.386,68128105,325800,1168833.265,1062022.865,131072
66.654,68377161,249056,930570.397,1035732.371,131072
66.928,68685585,308424,1125923.503,1053770.598,131072
67.202,69044113,358528,1306598.921,1104336.262,131072
67.467,69376033,331920,1254899.826,1134448.975,131072
67.738,69754209,378176,1392350.862,1186029.353,131072
68.009,70130689,376480,1391417.473,1227106.977,131072
68.289,70537329,406640,1449681.465,1271621.874,131072
68.565,70960145,422816,1531267.384,1323550.976,131072
68.823,71360041,399896,1550755.065,1368991.794,131072
69.115,71859601,499560,1710406.617,1437274.759,131072
69.389,72141961,282360,1033177.603,1356455.327,131072
69.644,72317169,175208,684794.925,1222123.247,131072
69.906,72453281,136112,519975.459,1081693.689,131072
70.163,72650209,196928,768144.592,1018983.870,131072
70.550,72905057,254848,657370.461,946661.188,131072
70.844,73086057,181000,615522.945,880433.539,131072
71.233,73246537,160480,412942.750,786935.381,131072
71.508,73368169,121632,441985.096,717945.324,131072
71.809,73474121,105952,352544.981,644865.256,131072
72.115,73579825,105704,345233.251,584938.855,131072
72.437,73724625,144800,449066.187,557764.321,131072
72.706,73870873,146248,544908.326,555193.122,131072
72.977,74024361,153488,566538.819,557462.262,131072
73.256,74190881,166520,596384.161,565246.641,131072
73.540,74377425,186544,656066.569,583410.627,131072
73.801,74558393,180968,694301.158,605588.733,131072
74.077,74734521,176128,637576.653,611986.317,131072
74.343,74918841,184320,693736.126,628336.279,131072
74.608,75103161,184320,693571.407,641383.305,131072
74.865,75295673,192512,749204.239,662947.491,131072
75.119,75488185,192512,760444.799,682446.953,131072
75.390,75746233,258048,950550.369,736067.636,131072
75.646,75971513,225280,880974.923,765049.094,131072
76.034,76254137,282624,728542.870,757747.849,131072
76.307,76495801,241664,885137.979,783225.875,131072
76.588,76704697,208896,743025.863,775185.872,131072
76.865,76970937,266240,962356.269,812619.952,131072
77.142,77200313,229376,826601.329,815416.227,131072
77.420,77470649,270336,973880.214,847109.025,131072
77.710,77740985,270336,930363.816,863759.983,131072
78.003,78085049,344064,1175836.141,926175.214,131072
78.273,78416825,331776,1226681.929,986276.557,131072
78.544,78732217,315392,1164247.181,1021870.682,131072
78.817,79100857,368640,1351525.746,1087801.695,131072
79.091,79494073,393216,1433784.600,1156998.276,131072
79.375,79915961,421888,1487384.023,1223075.425,131072
79.638,80317369,401408,1522860.858,1283032.512,131072
79.893,80717857,400488,1571424.255,1340710.860,131072
80.157,81197177,479320,1816197.013,1435808.091,131072
80.421,81650977,453800,1719316.471,1492509.767,131072
80.687,82155177,504200,1896277.887,1573263.391,131072
80.939,82619689,464512,1845846.952,1627780.103,131072
81.257,82942593,322904,1013057.583,1504835.599,131072
81.521,83242329,299736,1136846.705,1431237.820,131072
81.782,83543265,300936,1152175.836,1375425.423,131072
82.035,83833113,289848,1147474.786,1329835.296,131072
82.330,84190769,357656,1213699.078,1306608.052,131072
82.595,84533945,343176,1293828.099,1304052.062,131072
82.863,84900289,366344,1365195.243,1316280.698,131072
83.124,85273873,373584,1434425.773,1339909.713,131072
83.398,85676417,402544,1467096.531,1365347.076,131072
83.682,85921129,244712,862054.146,1264688.490,131072
84.011,86175977,254848,775278.034,1166806.399,131072
84.271,86440713,264736,1016899.282,1136824.976,131072
84.523,86611577,170864,678378.742,1045135.729,131072
84.782,86802961,191384,737193.561,983547.296,131072
85.039,86984913,181952,708711.624,928580.161,131072
85.329,87228673,243760,840072.883,910878.705,131072
85.593,87412569,183896,697944.151,868291.795,131072
85.907,87647145,234576,747389.604,844111.356,131072
86.182,87846969,199824,726803.460,820649.777,131072
86.467,88042449,195480,683665.747,793252.971,131072
86.740,88278857,236408,865845.387,807771.454,131072
87.013,88512329,233472,857229.089,817662.981,131072
87.306,88758089,245760,837970.540,821724.493,131072
87.595,89073481,315392,1091917.253,875763.045,131072
87.869,89352009,278528,1015401.565,903690.749,131072
88.148,89671497,319488,1146452.520,952243.103,131072
88.418,90011465,339968,1258093.262,1013413.135,131072
88.703,90347337,335872,1178568.960,1046444.300,131072
88.971,90715977,368640,1377447.731,1112644.986,131072
89.247,91109193,393216,1424065.658,1174929.120,131072
89.522,91498313,389120,1412359.965,1222415.289,131072
89.795,91969353,471040,1725362.469,1323004.725,131072
90.052,92407625,438272,1708949.259,1400193.632,131072
90.307,92857801,450176,1764439.130,1473042.731,131072
90.566,93318713,460912,1779643.478,1534362.881,131072
90.824,93819225,500512,1939593.854,1615409.075,131072
91.093,94339113,519888,1932837.999,1678894.860,131072
91.367,94901377,562264,2052365.500,1753588.988,131072
91.645,95447521,546144,1964212.564,1795713.703,131072
91.925,96022377,574856,2056810.087,1847932.980,131072
92.198,96569721,547344,1998316.190,1878009.622,131072
92.462,97163401,593680,2254791.261,1953365.950,131072
92.730,97523953,360552,1341556.390,1831004.038,131072
92.981,97916361,392408,1566950.634,1778193.357,131072
93.232,98379721,463360,1841906.717,1790936.029,131072
93.494,98760545,380824,1454922.777,1723733.379,131072
93.769,99192049,431504,1568017.535,1692590.210,131072
94.046,99620161,428112,1547451.313,1663562.431,131072
94.316,100082569,462408,1710946.129,1673039.170,131072
94.591,100473529,390960,1424285.644,1623288.465,131072
94.845,100858697,385168,1512662.928,1601163.358,131072
95.105,101307329,448632,1727526.240,1626435.934,131072
95.424,101748233,440904,1383523.387,1577853.425,131072
95.695,102136753,388520,1433739.902,1549030.720,131072
95.962,102480961,344208,1287757.793,1496776.135,131072
96.219,102871873,390912,1521715.605,1501764.029,131072
96.501,103269329,397456,1408417.564,1483094.736,131072
96.779,103728225,458896,1654400.061,1517355.801,131072
97.051,104141817,413592,1519059.311,1517696.503,131072
97.331,104570345,428528,1531988.584,1520554.919,131072
97.589,105010457,440112,1704750.395,1557394.014,131072
97.858,105484113,473656,1757988.232,1597512.858,131072
98.138,105941177,457064,1634564.664,1604923.219,131072
98.407,106469417,528240,1964742.206,1676887.016,131072
98.678,106960569,491152,1810021.319,1703513.877,131072
98.953,107509361,548792,1999149.766,1762641.055,131072
99.235,108111817,602456,2131088.682,1836330.580,131072
99.506,108655353,543536,2009184.340,1870901.332,131072
99.766,109238777,583424,2242797.223,1945280.510,131072
100.029,109847025,608248,2307278.544,2017680.117,131072
100.287,110383393,536368,2083321.519,2030808.398,131072
100.665,110828137,444744,1177009.226,1860048.563,131072
100.934,111116329,288192,1071003.322,1702239.515,131072
101.190,111346313,229984,897193.928,1541230.398,131072
101.524,111551313,205000,614871.492,1355958.617,131072
101.798,111780689,229376,835724.360,1251911.765,131072
102.071,111993681,212992,779950.777,1157519.568,131072
102.343,112214865,221184,813737.112,1088763.076,131072
102.601,112477009,262144,1014561.801,1073922.821,131072
102.878,112784209,307200,1109787.699,1081095.797,131072
103.154,113070929,286720,1040538.996,1072984.437,131072
103.420,113349457,278528,1047006.820,1067788.913,131072
103.697,113693521,344064,1239628.599,1102156.850,131072
103.974,114070353,376832,1362601.712,1154245.823,131072
104.254,114434897,364544,1302254.933,1183847.645,131072
104.526,114811729,376832,1386902.685,1224458.653,131072
104.780,115184465,372736,1465194.093,1272605.741,131072
105.041,115622737,438272,1681706.940,1354425.981,131072
105.314,116077393,454656,1660764.968,1415693.778,131072
105.576,116540241,462848,1767610.109,1486077.044,131072
105.837,117023225,482984,1854430.450,1559747.726,131072
106.153,117431057,407832,1287813.122,1505360.805,131072
106.427,117884281,453224,1655153.877,1535319.419,131072
106.820,118298409,414128,1055274.179,1439310.371,131072
107.093,118643033,344624,1259963.198,1403440.937,131072
107.365,118952409,309376,1139015.180,1350555.785,131072
107.622,119276849,324440,1259788.464,1332402.321,131072
107.896,119612721,335872,1227741.896,1311470.236,131072
108.163,120010033,397312,1486355.904,1346447.370,131072
108.445,120399153,389120,1381078.599,1353373.615,131072
108.716,120767793,368640,1356940.406,1354086.974,131072
108.998,121212289,444496,1577546.047,1398778.788,131072
109.274,121646465,434176,1576634.023,1434349.835,131072
109.552,122068353,421888,1513472.404,1450174.349,131072
109.804,122408321,339968,1351340.179,1430407.515,131072
110.087,122703233,294912,1043422.513,1353010.515,131072
110.357,123084161,380928,1407138.978,1363836.207,131072
110.614,123391361,307200,1197773.825,1330623.731,131072
110.864,123641217,249856,997271.091,1263953.203,131072
111.147,123936129,294912,1042677.320,1219698.026,131072
111.425,124165505,229376,826068.167,1140972.054,131072
111.723,124366209,200704,672508.134,1047279.270,131072
112.004,124571009,204800,729370.704,983697.557,131072
112.280,124771713,200704,727642.655,932486.577,131072
112.543,124984705,212992,809599.089,907909.079,131072
112.810,125197697,212992,797145.438,885756.351,131072
113.078,125455745,258048,964064.997,901418.080,131072
113.359,125730177,274432,976377.897,916410.044,131072
113.633,126000513,270336,985302.254,930188.486,131072
113.909,126274945,274432,996299.166,943410.622,131072
114.185,126606721,331776,1200508.462,994830.190,131072
114.460,126942593,335872,1222906.040,1040445.360,131072
114.724,127303041,360448,1365325.059,1105421.300,131072
114.979,127679873,376832,1474336.478,1179204.335,131072
115.283,128085377,405504,1333726.705,1210108.809,131072
