time_s,bytes_cum,bytes_delta,inst_bps,ema_bps,chunk_size
44.244,46553817,518912,1885944.604,1244162.944,32768
44.496,46922145,368328,1462549.392,1287840.234,32768
44.749,47035089,112944,445459.035,1119363.994,32768
45.071,47185145,150056,466418.728,988774.941,32768
45.372,47405777,220632,733936.409,937807.234,32768
45.654,47605065,199288,705202.856,891286.359,32768
45.931,47777377,172312,622746.181,837578.323,32768
46.221,47996025,218648,753745.493,820811.757,32768
46.513,48198497,202472,693614.133,795372.232,32768
46.769,48353681,155184,605579.791,757413.744,32768
47.035,48497569,143888,541652.770,714261.549,32768
47.300,48682913,185344,699226.883,711254.616,32768
47.558,48912609,229696,891444.122,747292.517,32768
47.814,49154425,241816,942571.272,786348.268,32768
48.110,49426649,272224,921209.053,813320.425,32768
48.391,49726385,299736,1064669.576,863590.255,32768
48.666,49942137,215752,785557.956,847983.795,32768
48.962,50085489,143352,483945.456,775176.128,32768
49.230,50223049,137560,513809.470,722902.796,32768
49.491,50363505,140456,537671.783,685856.594,32768
49.760,50523321,159816,593572.234,667399.722,32768
50.041,50692201,168880,602004.638,654320.705,32768
50.316,50878081,185880,676525.567,658761.677,32768
50.577,51077369,199288,762578.520,679525.046,32768
50.842,51298913,221544,836389.734,710897.984,32768
51.108,51536385,237472,891045.494,746927.486,32768
51.393,51796529,260144,914849.351,780511.859,32768
51.674,52085177,288648,1024766.395,829362.766,32768
51.940,52348713,263536,992635.164,862017.246,32768
52.213,52667809,319096,1168398.293,923293.455,32768
52.470,52863289,195480,760265.510,890687.866,32768
52.725,53025465,162176,637036.548,839957.602,32768
52.979,53202121,176656,693258.802,810617.842,32768
53.295,53413529,211408,669874.804,782469.235,32768
53.573,53740241,326712,1174488.333,860873.054,32768
53.841,53986401,246160,918969.348,872492.313,32768
54.096,54262057,275656,1082525.826,914499.015,32768
54.394,54527041,264984,889114.667,909422.146,32768
54.668,54840721,313680,1143731.391,956283.995,32768
54.927,55097305,256584,991331.682,963293.532,32768
55.212,55293945,196640,690235.436,908681.913,32768
55.462,55492321,198376,791728.628,885291.256,32768
55.773,55625537,133216,428367.239,793906.453,32768
56.132,55743777,118240,329877.119,701100.586,32768
56.467,55854321,110544,330198.345,626920.138,32768
56.740,55971361,117040,428105.115,587157.133,32768
57.007,56121745,150384,562895.266,582304.760,32768
57.332,56228241,106496,327527.523,531349.313,32768
57.594,56363409,135168,515931.437,528265.737,32768
57.930,56510865,147456,438888.100,510390.210,32768
58.213,56678801,167936,593753.944,527062.957,32768
58.483,56830353,151552,562127.741,534075.914,32768
58.758,57047441,217088,787439.733,584748.678,32768
59.025,57248145,200704,751189.172,618036.776,32768
59.299,57469329,221184,807387.915,655907.004,32768
59.573,57686417,217088,793198.649,683365.333,32768
59.848,57973137,286720,1041483.911,754989.049,32768
60.115,58247569,274432,1029996.269,809990.493,32768
60.437,58562961,315392,980429.460,844078.286,32768
60.706,58894737,331776,1233518.436,921966.316,32768
60.991,59156881,262144,917777.957,921128.644,32768
61.264,59296145,139264,509994.895,838901.895,32768
61.540,59529617,233472,847983.537,840718.223,32768
61.875,59718033,188416,562287.444,785032.067,32768
62.150,59873681,155648,564478.079,740921.269,32768
62.419,60074385,200704,745838.697,741904.755,32768
62.691,60266897,192512,709899.363,735503.677,32768
62.956,60463505,196608,740627.451,736528.431,32768
63.231,60701073,237568,864505.137,762123.773,32768
63.509,60942737,241664,870281.074,783755.233,32768
63.782,61208977,266240,974437.843,821891.755,32768
64.044,61454737,245760,938417.497,845196.903,32768
64.325,61782417,327680,1166663.225,909490.168,32768
64.600,62089617,307200,1116055.210,950803.176,32768
64.858,62405009,315392,1219384.137,1004519.368,32768
65.121,62777745,372736,1418131.998,1087241.894,32768
65.377,63035793,258048,1010703.632,1071934.242,32768
65.641,63293841,258048,977031.535,1052953.701,32768
65.917,63515025,221184,799786.805,1002320.321,32768
66.174,63670673,155648,606059.426,923068.142,32768
66.448,63941009,270336,988444.455,936143.405,32768
66.716,64166289,225280,840121.469,916939.018,32768
67.000,64453009,286720,1007567.651,935064.744,32768
67.276,64747921,294912,1069850.524,962021.900,32768
67.542,65079697,331776,1246675.479,1018952.616,32768
67.807,65390993,311296,1176586.645,1050479.422,32768
68.091,65755537,364544,1282166.357,1096816.809,32768
68.350,66107793,352256,1359290.812,1149311.609,32768
68.633,66501009,393216,1388522.135,1197153.715,32768
68.908,66890129,389120,1414927.279,1240708.428,32768
69.177,67317889,427760,1591075.456,1310781.833,32768
69.458,67730817,412928,1472504.650,1343126.397,32768
69.718,68167201,436384,1673626.945,1409226.506,32768
69.969,68329377,162176,646865.350,1256754.275,32768
70.229,68527753,198376,764088.135,1158221.047,32768
70.513,68782065,254312,895500.420,1105676.921,32768
70.836,69119201,337136,1044281.027,1093397.743,32768
71.094,69439993,320792,1239755.243,1122669.243,32768
71.365,69605977,165984,612400.535,1020615.501,32768
71.625,69824625,218648,843078.079,985108.017,32768
71.915,70069337,244712,841501.782,956386.770,32768
72.193,70325633,256296,925182.837,950145.983,32768
72.454,70566001,240368,918073.561,943731.499,32768
72.718,70842321,276320,1046877.628,964360.725,32768
72.990,71165225,322904,1188485.416,1009185.663,32768
73.273,71483537,318312,1123998.530,1032148.236,32768
73.540,71789153,305616,1146877.437,1055094.076,32768
73.808,72170841,381688,1420103.901,1128096.041,32768
74.092,72520105,349264,1231113.693,1148699.572,32768
74.363,72926241,406136,1496599.692,1218279.596,32768
74.640,73336025,409784,1484277.203,1271479.117,32768
74.908,73757929,421904,1570795.908,1331342.476,32768
75.203,74102017,344088,1167579.453,1298589.871,32768
75.467,74520241,418224,1584815.744,1355835.046,32768
75.765,74819033,298792,1000486.193,1284765.275,32768
76.050,75081073,262040,919392.788,1211690.778,32768
76.333,75345849,264776,937717.584,1156896.139,32768
76.605,75641241,295392,1086401.809,1142797.273,32768
76.874,75958313,317072,1177922.935,1149822.405,32768
77.157,76294289,335976,1185617.015,1156981.327,32768
77.430,76647601,353312,1294742.783,1184533.618,32768
77.689,77019737,372136,1435103.058,1234647.506,32768
77.954,77365809,346072,1310029.750,1249723.955,32768
78.237,77788625,422816,1493307.038,1298440.572,32768
78.513,78185129,396504,1435879.311,1325928.319,32768
78.794,78651633,466504,1661823.138,1393107.283,32768
79.054,79107753,456120,1749246.315,1464335.090,32768
79.339,79581249,473496,1664550.952,1504378.262,32768
79.615,80082009,500760,1812247.982,1565952.206,32768
79.868,80391217,309208,1223358.420,1497433.449,32768
80.120,80709777,318560,1263696.224,1450686.004,32768
80.371,81059945,350168,1397389.253,1440026.654,32768
80.651,81314505,254560,908109.558,1333643.235,32768
80.958,81753249,438744,1427063.147,1352327.217,32768
81.233,82139865,386616,1409996.116,1363860.997,32768
81.505,82516345,376480,1381438.064,1367376.410,32768
81.788,82915993,399648,1410804.348,1376061.998,32768
82.063,83357633,441640,1609892.359,1422828.070,32768
82.313,83757817,400184,1599108.108,1458084.078,32768
82.574,84032937,275120,1053780.656,1377223.393,32768
82.871,84361633,328696,1107349.528,1323248.620,32768
83.136,84588969,227336,857677.831,1230134.462,32768
83.410,84756689,167720,612173.537,1106542.277,32768
83.669,85062137,305448,1177347.145,1120703.251,32768
83.922,85302833,240696,952282.608,1087019.122,32768
84.179,85530833,228000,888792.213,1047373.741,32768
84.463,85816337,285504,1002518.727,1038402.738,32768
84.733,86140689,324352,1203965.359,1071515.262,32768
84.989,86462145,321456,1256608.358,1108533.881,32768
85.254,86805321,343176,1292872.242,1145401.553,32768
85.538,87170217,364896,1283067.299,1172934.703,32768
85.807,87422169,251952,937644.790,1125876.720,32768
86.094,87639369,217200,757912.809,1052283.938,32768
86.366,87857769,218400,802534.893,1002334.129,32768
86.644,88086553,228784,821755.339,966218.371,32768
86.915,88318241,231688,855634.090,944101.515,32768
87.199,88583425,265184,934517.785,942184.769,32768
87.497,88861953,278528,933275.343,940402.884,32768
87.761,89066753,204800,777280.634,907778.434,32768
88.014,89267457,200704,793662.845,884955.316,32768
88.281,89505025,237568,889817.113,885927.675,32768
88.553,89758977,253952,930482.733,894838.687,32768
88.831,90066177,307200,1108950.807,937661.111,32768
89.091,90344705,278528,1067758.879,963680.665,32768
89.374,90656001,311296,1101268.474,991198.226,32768
89.647,91016449,360448,1322208.307,1057400.243,32768
89.917,91372801,356352,1316953.215,1109310.837,32768
90.170,91725057,352256,1395695.665,1166587.803,32768
90.476,92060929,335872,1096945.182,1152659.279,32768
90.915,92351745,290816,662482.414,1054623.906,32768
91.331,92503297,151552,364254.017,916549.928,32768
91.665,92622081,118784,355880.032,804415.949,32768
91.935,92736769,114688,423447.958,728222.351,32768
92.216,92851457,114688,408120.999,664202.080,32768
92.534,93007105,155648,490253.546,629412.373,32768
92.799,93199617,192512,727448.884,649019.676,32768
93.068,93379841,180224,668157.277,652847.196,32768
93.352,93576449,196608,693441.006,660965.958,32768
93.620,93789441,212992,795287.539,687830.274,32768
93.899,94027009,237568,851836.805,720631.580,32768
94.184,94272769,245760,860932.859,748691.836,32768
94.445,94534913,262144,1002806.699,799514.809,32768
94.729,94846209,311296,1099348.011,859481.449,32768
94.981,95145217,299008,1186024.327,924790.025,32768
95.256,95485185,339968,1235034.693,986838.958,32768
95.542,95788289,303104,1059097.267,1001290.620,32768
95.814,96058625,270336,994011.355,999834.767,32768
96.133,96361729,303104,950601.072,989988.028,32768
96.405,96533761,172032,633048.944,918600.211,32768
96.680,96832769,299008,1086564.535,952193.076,32768
96.950,97049857,217088,804056.432,922565.747,32768
97.238,97324289,274432,951022.837,928257.165,32768
97.505,97586433,262144,984073.154,939420.363,32768
97.764,97877249,290816,1123837.966,976303.883,32768
98.020,98192641,315392,1228958.328,1026834.772,32768
98.305,98524417,331776,1165011.725,1054470.163,32768
98.591,98868481,344064,1202600.489,1084096.228,32768
98.868,99265793,397312,1434472.958,1154171.574,32768
99.140,99650817,385024,1416587.686,1206654.797,32768
99.413,100052225,401408,1468384.992,1259000.836,32768
99.676,100478209,425984,1622983.529,1331797.374,32768
99.933,100904193,425984,1654528.471,1396343.594,32768
100.192,101367041,462848,1786768.859,1474428.647,32768
100.461,101846273,479232,1783834.668,1536309.851,32768
100.753,102354177,507904,1738240.616,1576696.004,32768
101.026,102841601,487424,1787078.963,1618772.596,32768
101.313,103197953,356352,1240033.420,1543024.761,32768
101.596,103578881,380928,1346662.985,1503752.406,32768
101.869,104008961,430080,1574130.500,1517828.024,32768
102.144,104439041,430080,1565001.148,1527262.649,32768
102.417,104893697,454656,1663767.204,1554563.560,32768
102.690,105377025,483328,1776054.455,1598861.739,32768
102.941,105860353,483328,1919005.431,1662890.477,32768
103.204,106327297,466944,1775144.015,1685341.185,32768
103.496,106868809,541512,1856824.992,1719637.946,32768
103.771,107372713,503904,1832390.842,1742188.526,32768
104.047,107907025,534312,1936550.842,1781060.989,32768
104.327,108450025,543000,1940691.329,1812987.057,32768
104.583,108984625,534600,2090180.375,1868425.721,32768
104.842,109343977,359352,1387538.212,1772248.219,32768
105.102,109701633,357656,1370789.058,1691956.387,32768
105.359,110023089,321456,1252694.734,1604104.056,32768
105.617,110248977,225888,874779.793,1458239.203,32768
105.894,110524761,275784,997803.475,1366152.058,32768
106.175,110858049,333288,1185262.527,1329974.152,32768
106.444,111196881,338832,1258091.609,1315597.643,32768
106.741,111551641,354760,1194252.533,1291328.621,32768
106.994,111912193,360552,1428127.237,1318688.344,32768
107.278,112294465,382272,1343094.642,1323569.604,32768
107.547,112695561,401096,1495140.651,1357883.813,32768
107.801,113090865,395304,1556268.395,1397560.730,32768
108.083,113518025,427160,1515330.500,1421114.684,32768
108.354,113995617,477592,1757124.272,1488316.602,32768
108.633,114466465,470848,1692339.709,1529121.223,32768
108.909,114965777,499312,1808925.145,1585082.007,32768
109.176,115480065,514288,1926520.790,1653369.764,32768
109.430,115923441,443376,1744953.078,1671686.427,32768
109.682,116290033,366592,1454561.614,1628261.464,32768
109.933,116696673,406640,1615514.405,1625712.052,32768
110.190,117177657,480984,1877490.637,1676067.769,32768
110.444,117578753,401096,1576104.896,1656075.194,32768
110.745,117948905,370152,1230191.662,1570898.488,32768
110.995,118170985,222080,888051.808,1434329.152,32768
111.251,118348553,177568,692968.575,1286057.037,32768
111.528,118492857,144304,520833.108,1133012.251,32768
111.793,118611225,118368,447052.452,995820.291,32768
112.077,118769921,158696,559030.848,908462.402,32768
112.357,118956713,186792,666719.255,860113.773,32768
112.627,119137713,181000,671756.926,822442.404,32768
112.891,119349121,211408,798513.627,817656.648,32768
113.152,119563473,214352,821587.445,818442.808,32768
113.432,119788753,225280,805631.986,815880.643,32768
113.703,120071377,282624,1040405.613,860785.637,32768
113.979,120345809,274432,995498.290,887728.168,32768
114.252,120636625,290816,1065844.921,923351.518,32768
114.519,120939729,303104,1134715.239,965624.263,32768
114.794,121205209,265480,967486.717,965996.754,32768
115.053,121471113,265904,1023701.076,977537.618,32768
115.315,121760953,289840,1107920.154,1003614.125,32768
115.571,122029121,268168,1048090.095,1012509.319,32768
115.839,122361633,332512,1240568.753,1058121.206,32768
116.125,122597073,235440,823905.003,1011277.965,32768
116.466,122781393,184320,540512.642,917124.901,32768
116.764,123023057,241664,808408.973,895381.715,32768
117.036,123219505,196448,724028.062,861110.985,32768
117.372,123387441,167936,499425.739,788773.936,32768
117.640,123579601,192160,717251.779,774469.504,32768
117.906,123763921,184320,693787.045,758333.012,32768
118.171,123944145,180224,679731.206,742612.651,32768
118.451,124148945,204800,731047.904,740299.702,32768
118.726,124394705,245760,892514.730,770742.707,32768
119.002,124632273,237568,861900.951,788974.356,32768
119.264,124870225,237952,907596.090,812698.703,32768
119.549,125179393,309168,1083510.053,866860.973,32768
119.800,125443753,264360,1056064.581,904701.695,32768
120.075,125792225,348472,1264521.851,976665.726,32768
120.380,126072737,280512,921472.243,965627.029,32768
120.674,126391945,319208,1085413.288,989584.281,32768
120.957,126689569,297624,1050137.555,1001694.936,32768
121.285,126932297,242728,740781.433,949512.235,32768
121.564,127121985,189688,679700.884,895549.965,32768
121.840,127315769,193784,701144.248,856668.821,32768
122.146,127497017,181248,592623.788,803859.815,32768
122.440,127689601,192584,655921.512,774272.154,32768
122.703,127909697,220096,837346.404,786887.004,32768
122.967,128169841,260144,984018.922,826313.388,32768
