time_s,bytes_cum,bytes_delta,inst_bps,ema_bps,chunk_size
36.067,32655001,296840,1088621.587,908154.067,65536
36.416,32979729,324728,930491.115,912621.476,65536
36.680,33234201,254472,964605.141,923018.209,65536
36.940,33488801,254600,978467.565,934108.080,65536
37.214,33795577,306776,1119905.728,971267.610,65536
37.511,34046033,250456,843858.428,945785.773,65536
37.797,34255921,209888,734034.536,903435.526,65536
38.074,34535793,279872,1008970.243,924542.469,65536
38.356,34790801,255008,906038.575,920841.690,65536
38.632,34966017,175216,634109.745,863495.301,65536
38.913,35162625,196608,700351.266,830866.494,65536
39.210,35351041,188416,633893.606,791471.917,65536
39.500,35506689,155648,536628.050,740503.143,65536
39.886,35645953,139264,360999.488,664602.412,65536
40.157,35723777,77824,287408.768,589163.683,65536
40.427,35793409,69632,257086.189,522748.185,65536
40.713,35899905,106496,372358.038,492670.155,65536
40.982,36018689,118784,441975.794,482531.283,65536
41.247,36166145,147456,556270.435,497279.113,65536
41.529,36325889,159744,566199.843,511063.259,65536
41.799,36502017,176128,652568.343,539364.276,65536
42.059,36686337,184320,709734.904,573438.402,65536
42.436,36919809,233472,619393.617,582629.445,65536
42.750,37075457,155648,495741.316,565251.819,65536
43.019,37206529,131072,487922.365,549785.928,65536
43.334,37333505,126976,401970.725,520222.888,65536
43.646,37460481,126976,407524.255,497683.161,65536
43.932,37599745,139264,487414.934,495629.516,65536
44.258,37755393,155648,477750.770,492053.767,65536
44.531,37915137,159744,585067.634,510656.540,65536
44.793,38103553,188416,717034.439,551932.120,65536
45.057,38324737,221184,838584.025,609262.501,65536
45.350,38533633,208896,713485.023,630107.005,65536
45.613,38742529,208896,794431.797,662971.964,65536
45.887,39000577,258048,941261.954,718629.962,65536
46.161,39262721,262144,957167.989,766337.567,65536
46.442,39565825,303104,1080144.526,829098.959,65536
46.713,39844353,278528,1027215.335,868722.234,65536
46.974,40188417,344064,1314673.536,957912.495,65536
47.230,40507905,319488,1250613.097,1016452.615,65536
47.510,40782337,274432,980768.949,1009315.882,65536
47.786,41060865,278528,1007936.384,1009039.982,65536
48.060,41343489,282624,1030145.039,1013260.994,65536
48.343,41585153,241664,853802.141,981369.223,65536
48.618,41839105,253952,924809.349,970057.248,65536
49.004,42113537,274432,710244.102,918094.619,65536
49.283,42330625,217088,778436.651,890163.026,65536
49.620,42502657,172032,511062.140,814342.848,65536
49.880,42654209,151552,582532.482,767980.775,65536
50.138,42826241,172032,667870.422,747958.704,65536
50.413,43035137,208896,758423.234,750051.610,65536
50.683,43248129,212992,789078.448,757856.978,65536
50.969,43473409,225280,786329.428,763551.468,65536
51.240,43727361,253952,938759.155,798593.005,65536
51.514,43993601,266240,970675.565,833009.517,65536
51.785,44243457,249856,923273.509,851062.315,65536
52.045,44550657,307200,1180849.481,917019.749,65536
52.309,44882433,331776,1257456.026,985107.004,65536
52.564,45214209,331776,1298698.350,1047825.273,65536
52.893,45529601,315392,960073.739,1030274.966,65536
53.199,45758977,229376,749371.184,974094.210,65536
53.474,45967873,208896,760715.866,931418.541,65536
53.753,46184961,217088,777287.207,900592.274,65536
54.028,46418433,233472,847790.161,890031.852,65536
54.299,46635521,217088,802357.754,872497.032,65536
54.591,46840321,204800,701084.147,838214.455,65536
54.884,47053313,212992,726294.379,815830.440,65536
55.152,47286785,233472,872450.718,827154.496,65536
55.437,47557121,270336,947614.384,851246.473,65536
55.708,47790593,233472,861954.453,853388.069,65536
55.990,48056833,266240,944106.779,871531.811,65536
56.260,48349625,292792,1085395.691,914304.587,65536
56.536,48660945,311320,1125115.829,956466.836,65536
56.806,48954977,294032,1089631.726,983099.814,65536
57.064,49298937,343960,1334606.530,1053401.157,65536
57.326,49666105,367168,1402693.774,1123259.680,65536
57.582,50030753,364648,1423378.748,1183283.494,65536
57.911,50407169,376416,1145459.575,1175718.710,65536
58.177,50700529,293360,1099837.139,1160542.396,65536
58.436,50862241,161712,623896.351,1053213.187,65536
58.710,51038561,176320,643508.112,971272.172,65536
58.993,51228129,189568,670424.886,911102.715,65536
59.272,51432929,204800,735704.592,876023.090,65536
59.537,51576289,143360,540742.593,808966.991,65536
59.795,51723745,147456,569974.964,761168.585,65536
60.067,51932641,208896,769631.222,762861.113,65536
60.348,52133345,200704,714190.908,753127.072,65536
60.622,52350433,217088,793017.843,761105.226,65536
60.895,52563425,212992,778831.373,764650.455,65536
61.168,52805089,241664,883847.287,788489.822,65536
61.452,53100001,294912,1040310.112,838853.880,65536
61.728,53370337,270336,979074.925,866898.089,65536
62.010,53661153,290816,1032887.194,900095.910,65536
62.282,54009313,348160,1278568.192,975790.366,65536
62.546,54283745,274432,1038470.387,988326.370,65536
62.814,54541793,258048,964185.310,983498.158,65536
63.153,54836705,294912,869386.546,960675.836,65536
63.404,55041505,204800,817514.612,932043.591,65536
63.728,55197153,155648,480058.428,841646.558,65536
64.016,55389665,192512,668529.868,807023.220,65536
64.287,55578081,188416,693545.021,784327.580,65536
64.835,55746017,167936,306418.446,688745.754,65536
65.101,55823841,77824,293392.708,609675.144,65536
65.368,55954913,131072,489715.460,585683.207,65536
65.643,56094177,139264,507037.187,569954.003,65536
65.919,56208865,114688,415058.764,538974.955,65536
66.192,56364513,155648,570098.055,545199.575,65536
66.469,56532449,167936,607702.379,557700.136,65536
66.741,56716769,184320,675809.701,581322.049,65536
67.008,56905185,188416,706238.132,606305.266,65536
67.283,57097697,192512,701260.515,625296.315,65536
67.560,57318881,221184,797442.232,659725.499,65536
67.818,57540065,221184,857797.388,699339.877,65536
68.173,57740769,200704,565260.200,672523.941,65536
68.642,57875937,135168,288372.549,595693.663,65536
68.920,57986529,110592,397655.604,556086.051,65536
69.191,58093025,106496,392337.598,523336.361,65536
69.528,58224097,131072,389453.336,496559.756,65536
69.789,58346977,122880,470887.228,491425.250,65536
70.054,58494433,147456,555598.468,504259.894,65536
70.328,58691041,196608,717883.855,546984.686,65536
70.594,58883553,192512,725305.636,582648.876,65536
70.881,59092449,208896,726641.793,611447.459,65536
71.158,59313633,221184,799158.294,648989.626,65536
71.425,59538913,225280,843492.271,687890.155,65536
71.699,59792865,253952,925999.393,735512.003,65536
71.966,60075489,282624,1057951.424,799999.887,65536
72.225,60354017,278528,1077916.012,855583.112,65536
72.536,60681697,327680,1053861.156,895238.721,65536
72.834,60960225,278528,933352.278,902861.432,65536
73.114,61205985,245760,878071.159,897903.378,65536
73.390,61513185,307200,1112042.640,940731.230,65536
73.667,61783521,270336,978089.445,948202.873,65536
73.945,62103009,319488,1147421.760,988046.650,65536
74.213,62410209,307200,1147916.431,1020020.606,65536
74.498,62758369,348160,1219091.585,1059834.802,65536
74.760,63094241,335872,1280594.422,1103986.726,65536
75.023,63471073,376832,1435177.603,1170224.902,65536
75.293,63876577,405504,1501675.898,1236515.101,65536
75.566,64265697,389120,1426790.978,1274570.276,65536
75.849,64695777,430080,1518664.445,1323389.110,65536
76.127,65150433,454656,1635771.566,1385865.601,65536
76.397,65617377,466944,1731866.720,1455065.825,65536
76.677,66018785,401408,1430633.479,1450179.356,65536
76.944,66313697,294912,1105613.054,1381266.096,65536
77.202,66555361,241664,936434.270,1292299.730,65536
77.550,66874849,319488,918030.978,1217445.980,65536
77.850,67120609,245760,818393.882,1137635.560,65536
78.134,67382753,262144,922455.000,1094599.448,65536
78.463,67603937,221184,673338.026,1010347.164,65536
78.738,67796449,192512,699001.235,948077.978,65536
79.026,68029921,233472,812648.344,920992.051,65536
79.294,68263393,233472,870577.838,910909.209,65536
79.568,68496865,233472,852469.024,899221.172,65536
79.840,68750817,253952,931717.855,905720.508,65536
80.098,69004769,253952,983468.412,921270.089,65536
80.369,69311969,307200,1133912.815,963798.634,65536
80.652,69651937,339968,1201970.569,1011433.021,65536
80.922,69975521,323584,1201528.943,1049452.206,65536
81.198,70233569,258048,933960.973,1026353.959,65536
81.463,70479329,245760,928396.091,1006762.386,65536
81.745,70782433,303104,1073036.309,1020017.170,65536
82.012,71077345,294912,1103388.826,1036691.501,65536
82.273,71392737,315392,1208637.880,1071080.777,65536
82.569,71708129,315392,1066418.889,1070148.399,65536
82.840,71982561,274432,1012041.297,1058526.979,65536
83.101,72232417,249856,959370.290,1038695.641,65536
83.365,72359393,126976,481110.568,927178.627,65536
83.647,72580577,221184,782202.406,898183.382,65536
83.922,72781281,200704,731706.428,864887.991,65536
84.200,73027041,245760,881814.091,868273.211,65536
84.478,73293281,266240,957785.352,886175.639,65536
84.745,73539041,245760,919776.658,892895.843,65536
85.012,73809377,270336,1015648.599,917446.394,65536
85.281,74124769,315392,1172456.608,968448.437,65536
85.547,74415585,290816,1089780.943,992714.938,65536
85.811,74751457,335872,1272381.711,1048648.293,65536
86.063,75070945,319488,1268495.619,1092617.758,65536
86.323,75415009,344064,1326305.734,1139355.353,65536
86.601,75804129,389120,1396821.112,1190848.505,65536
86.880,76197345,393216,1409023.331,1234483.470,65536
87.142,76643809,446464,1707203.104,1329027.397,65536
87.417,77110753,466944,1694900.243,1402201.966,65536
87.697,77495777,385024,1376754.045,1397112.382,65536
88.033,77835745,339968,1011876.380,1320065.182,65536
88.311,78142945,307200,1103571.159,1276766.377,65536
88.577,78409185,266240,1001247.046,1221662.511,65536
88.891,78728673,319488,1017248.016,1180779.612,65536
89.168,79031777,303104,1094235.897,1163470.869,65536
89.438,79269345,237568,880180.417,1106812.779,65536
89.714,79613409,344064,1247214.227,1134893.068,65536
89.982,79982049,368640,1378874.391,1183689.333,65536
90.243,80362977,380928,1455274.514,1238006.369,65536
90.507,80752097,389120,1475122.845,1285429.664,65536
90.793,81194465,442368,1544978.579,1337339.447,65536
91.072,81640929,446464,1600690.665,1390009.691,65536
91.342,82054625,413696,1531763.763,1418360.505,65536
91.672,82415073,360448,1092046.603,1353097.725,65536
91.948,82701793,286720,1038738.964,1290225.973,65536
92.213,82927073,225280,853207.291,1202822.236,65536
92.480,83226081,299008,1117213.900,1185700.569,65536
92.778,83484129,258048,867035.592,1121967.574,65536
93.055,83643873,159744,575947.736,1012763.606,65536
93.324,83729889,86016,320102.056,874231.296,65536
93.579,83840481,110592,432731.587,785931.354,65536
93.855,83942881,102400,371492.453,703043.574,65536
94.132,84065761,122880,443160.229,651066.905,65536
94.389,84176353,110592,430884.749,607030.474,65536
94.680,84327905,151552,520309.662,589686.311,65536
94.950,84516321,188416,697398.709,611228.791,65536
95.215,84676065,159744,603911.680,609765.369,65536
95.488,84913633,237568,869098.226,661631.940,65536
95.767,85138913,225280,809658.688,691237.290,65536
96.045,85380577,241664,869153.336,726820.499,65536
96.310,85593569,212992,802770.378,742010.475,65536
96.574,85868001,274432,1037308.513,801070.082,65536
96.867,86113761,245760,840759.598,809007.986,65536
97.126,86343137,229376,885129.845,824232.357,65536
97.386,86576609,233472,898229.026,839031.691,65536
97.685,86826465,249856,836319.319,838489.217,65536
97.989,87027169,200704,660168.180,802825.009,65536
98.265,87244257,217088,785566.774,799373.362,65536
98.546,87494113,249856,888720.686,817242.827,65536
98.826,87637473,143360,511611.541,756116.570,65536
99.099,87838177,200704,736018.224,752096.901,65536
99.371,88051169,212992,783150.383,758307.597,65536
99.649,88272353,221184,796444.977,765935.073,65536
99.910,88477153,204800,784011.374,769550.333,65536
100.179,88718817,241664,899640.686,795568.404,65536
100.445,88980961,262144,984337.357,833322.194,65536
100.731,89312737,331776,1159240.422,898505.840,65536
101.006,89599457,286720,1042851.401,927374.952,65536
101.279,89890273,290816,1066255.636,955151.089,65536
101.548,90230241,339968,1262634.497,1016647.771,65536
101.824,90605409,375168,1359024.172,1085123.051,65536
102.078,90981889,376480,1479660.756,1164030.592,65536
102.344,91229497,247608,934270.743,1118078.622,65536
102.594,91390225,160728,641749.407,1022812.779,65536
102.845,91601633,211408,840968.995,986444.022,65536
103.116,91909809,308176,1140059.989,1017167.216,65536
103.398,92189521,279712,991384.856,1012010.744,65536
103.671,92484913,295392,1079703.582,1025549.311,65536
103.953,92796233,311320,1104304.881,1041300.425,65536
104.227,93158233,362000,1323762.264,1097792.793,65536
104.492,93518785,360552,1361519.456,1150538.125,65536
104.782,93895265,376480,1298114.238,1180053.348,65536
105.037,94274641,379376,1485093.905,1241061.459,65536
105.306,94699001,424360,1579490.004,1308747.168,65536
105.584,95086969,387968,1392629.796,1325523.694,65536
105.857,95528361,441392,1618126.869,1384044.329,65536
106.121,95939025,410664,1556348.389,1418505.141,65536
106.400,96397129,458104,1644059.992,1463616.111,65536
106.682,96913361,516232,1831030.027,1537098.894,65536
106.957,97402073,488712,1777416.993,1585162.514,65536
107.217,97901881,499808,1918535.334,1651837.078,65536
107.479,98462257,560376,2138557.274,1749181.117,65536
107.737,98976297,514040,1995847.097,1798514.313,65536
108.111,99468825,492528,1315018.284,1701815.107,65536
108.419,99784281,315456,1025074.779,1566467.042,65536
108.693,100008473,224192,816962.228,1416566.079,65536
108.972,100257777,249304,893220.803,1311897.024,65536
109.249,100532897,275120,995882.465,1248694.112,65536
109.524,100767473,234576,852166.035,1169388.497,65536
109.776,101031009,263536,1044915.722,1144493.942,65536
110.029,101311921,280912,1112217.078,1138038.569,65536
110.316,101634825,322904,1125997.920,1135630.439,65536
110.607,102015401,380576,1305055.127,1169515.377,65536
110.879,102357961,342560,1257718.469,1187155.995,65536
111.159,102772177,414216,1479624.514,1245649.699,65536
111.428,103155225,383048,1426196.505,1281759.060,65536
111.705,103619337,464112,1673199.825,1360047.213,65536
111.967,104032217,412880,1575673.987,1403172.568,65536
112.224,104475553,443336,1726436.042,1467825.263,65536
112.487,104953769,478216,1819840.315,1538228.273,65536
112.751,105437441,483672,1830638.187,1596710.256,65536
113.018,105960801,523360,1958406.318,1669049.468,65536
113.292,106475489,514688,1879982.233,1711236.021,65536
113.580,107060481,584992,2031700.518,1775328.921,65536
113.878,107635337,574856,1932966.751,1806856.487,65536
114.148,108213089,577752,2133973.554,1872279.900,65536
114.435,108853481,640392,2231948.490,1944213.618,65536
114.697,109436737,583256,2226807.084,2000732.311,65536
114.962,110101033,664296,2511162.891,2102818.427,65536
115.231,110757225,656192,2433675.778,2168989.897,65536
115.497,111447921,690696,2597021.323,2254596.183,65536
115.788,112163233,715312,2456465.688,2294970.084,65536
116.062,112834857,671624,2454243.120,2326824.691,65536
116.336,113588065,753208,2747095.557,2410878.864,65536
116.630,114366761,778696,2650230.412,2458749.174,65536
116.896,114859161,492400,1853190.713,2337637.482,65536
117.146,115232993,373832,1491288.993,2168367.784,65536
117.406,115687561,454568,1751198.978,2084934.023,65536
117.676,116187273,499712,1853449.347,2038637.088,65536
117.927,116650121,462848,1840421.615,1998993.993,65536
118.238,117096585,446464,1436698.127,1886534.820,65536
118.627,117469321,372736,957350.519,1700697.960,65536
118.901,117702793,233472,853707.767,1531299.921,65536
119.174,117915785,212992,778837.068,1380807.351,65536
119.455,118138057,222272,791886.752,1263023.231,65536
119.731,118367433,229376,830222.989,1176463.183,65536
119.990,118592713,225280,869918.797,1115154.305,65536
120.255,118863049,270336,1019503.757,1096024.196,65536
120.526,119166153,303104,1121587.178,1101136.792,65536
120.809,119469257,303104,1069370.576,1094783.549,65536
121.088,119772361,303104,1087210.257,1093268.891,65536
121.359,120136905,364544,1345971.508,1143809.414,65536
121.621,120468681,331776,1263967.797,1167841.091,65536
121.897,120845513,376832,1366446.294,1207562.131,65536
122.158,121259209,413696,1583566.577,1282763.021,65536
122.422,121677001,417792,1585295.101,1343269.437,65536
122.680,122105585,428584,1656674.452,1405950.440,65536
122.948,122492193,386608,1446947.961,1414149.944,65536
123.214,122876985,384792,1442070.509,1419734.057,65536
123.476,123214369,337384,1288903.406,1393567.927,65536
123.865,123522793,308424,793848.615,1273624.064,65536
124.144,123750129,227336,814796.629,1181858.577,65536
124.415,123949953,199824,736749.775,1092836.817,65536
124.696,124192969,243016,863948.147,1047059.083,65536
124.960,124433385,240416,910704.613,1019788.189,65536
125.228,124703721,270336,1010816.124,1017993.776,65536
125.492,124978153,274432,1037907.967,1021976.614,65536
125.758,125289449,311296,1171001.522,1051781.596,65536
126.050,125641705,352256,1204845.569,1082394.390,65536
126.326,125998057,356352,1294135.549,1124742.622,65536
126.598,126338025,339968,1248582.358,1149510.569,65536
126.868,126714857,376832,1395779.016,1198764.259,65536
127.129,127124225,409368,1565800.309,1272171.469,65536
127.398,127533217,408992,1520974.990,1321932.173,65536
127.653,127943289,410072,1608659.818,1379277.702,65536
127.919,128287913,344624,1297656.662,1362953.494,65536
