time_s,bytes_cum,bytes_delta,inst_bps,ema_bps,chunk_size
21.156,29237217,475136,1747241.069,1610797.011,16384
21.443,29765601,528384,1840956.602,1656828.929,16384
21.707,30240737,475136,1802157.039,1685894.551,16384
21.962,30724065,483328,1891620.680,1727039.777,16384
22.238,31244257,520192,1884860.159,1758603.853,16384
22.515,31821793,577536,2087818.852,1824446.853,16384
22.797,32378849,557056,1978271.740,1855211.830,16384
23.072,32956385,577536,2099943.060,1904158.076,16384
23.350,33312737,356352,1278736.421,1779073.745,16384
23.611,33849313,536576,2055081.403,1834275.277,16384
23.890,34332641,483328,1736996.640,1814819.549,16384
24.153,34828257,495616,1880747.174,1828005.074,16384
24.417,35356641,528384,2005962.643,1863596.588,16384
24.676,35905505,548864,2113116.310,1913500.532,16384
24.942,36229089,323584,1217295.326,1774259.491,16384
25.244,36683745,454656,1504045.138,1720216.621,16384
25.517,37097441,413696,1515060.847,1679185.466,16384
25.798,37556193,458752,1634871.597,1670322.692,16384
26.071,37978081,421888,1547911.782,1645840.510,16384
26.353,38465505,487424,1725764.279,1661825.264,16384
26.622,38961121,495616,1840766.233,1697613.458,16384
26.882,39444449,483328,1859156.923,1729922.151,16384
27.152,39956449,512000,1900275.614,1763992.843,16384
27.440,40529889,573440,1989572.646,1809108.804,16384
27.697,41066465,536576,2088574.140,1865001.871,16384
27.962,41644001,577536,2175156.404,1927032.778,16384
28.247,42221537,577536,2031038.666,1947833.955,16384
28.521,42844129,622592,2266839.491,2011635.063,16384
28.784,43474913,630784,2405153.596,2090338.769,16384
29.043,44128545,653632,2518471.483,2175965.312,16384
29.308,44788001,659456,2488726.393,2238517.528,16384
29.577,45473153,685152,2544022.243,2299618.471,16384
29.829,45837593,364440,1449981.141,2129691.005,16384
30.097,46018593,181000,675429.084,1838838.621,16384
30.430,46204393,185800,557861.965,1582643.290,16384
30.706,46430033,225640,816891.302,1429492.892,16384
30.976,46621417,191384,708300.765,1285254.467,16384
31.261,46814001,192584,676231.372,1163449.848,16384
31.533,46939729,125728,462430.977,1023246.074,16384
31.799,47161065,221336,832858.585,985168.576,16384
32.055,47403337,242272,943280.230,976790.907,16384
32.336,47687145,283808,1011438.772,983720.480,16384
32.613,48002561,315416,1140277.781,1015031.940,16384
32.893,48312681,310120,1106446.410,1033314.834,16384
33.160,48617961,305280,1144997.798,1055651.427,16384
33.425,49010121,392160,1475115.883,1139544.318,16384
33.710,49307457,297336,1043884.902,1120412.435,16384
33.965,49573889,266432,1046656.660,1105661.280,16384
34.228,49888105,314216,1193711.867,1123271.397,16384
34.537,50219161,331056,1072426.078,1113102.334,16384
34.807,50512193,293032,1083100.997,1107102.066,16384
35.082,50767041,254848,928692.881,1071420.229,16384
35.397,51059537,292496,926835.111,1042503.206,16384
35.673,51338961,279424,1014431.352,1036888.835,16384
35.943,51642833,303872,1126428.507,1054796.769,16384
36.222,51981913,339080,1211757.781,1086188.972,16384
36.502,52333777,351864,1259760.653,1120903.308,16384
36.769,52689985,356208,1332596.095,1163241.865,16384
37.022,52968745,278760,1101097.898,1150813.072,16384
37.273,53177505,208760,832846.283,1087219.714,16384
37.525,53406289,228784,907133.270,1051202.425,16384
37.795,53650009,243720,903127.931,1021587.526,16384
38.069,53943953,293944,1072592.593,1031788.540,16384
38.349,54271201,327248,1167291.663,1058889.164,16384
38.626,54630305,359104,1296761.058,1106463.543,16384
38.899,55002441,372136,1365496.890,1158270.213,16384
39.162,55370233,367792,1395179.281,1205652.026,16384
39.431,55762641,392408,1458791.830,1256279.987,16384
39.686,56160841,398200,1561880.391,1317400.068,16384
40.006,56407001,246160,769556.380,1207831.330,16384
40.269,56586553,179552,682260.772,1102717.218,16384
40.534,56776241,189688,717017.834,1025577.342,16384
40.803,56958689,182448,678728.537,956207.581,16384
41.081,57155081,196392,706008.470,906167.759,16384
41.355,57367025,211944,772534.535,879441.114,16384
41.625,57559609,192584,714260.282,846404.948,16384
41.893,57844785,285176,1063787.484,889881.455,16384
42.173,58098265,253480,905532.795,893011.723,16384
42.433,58332481,234216,900176.064,894444.591,16384
42.709,58668353,335872,1218735.769,959302.827,16384
42.981,58992353,324000,1191148.444,1005671.950,16384
43.256,59270649,278296,1008921.269,1006321.814,16384
43.525,59623009,352360,1313079.895,1067673.430,16384
43.808,59970529,347520,1228063.108,1099751.366,16384
44.074,60386953,416424,1563374.396,1192475.972,16384
44.331,60789273,402320,1564162.058,1266813.189,16384
44.596,61204937,415664,1571527.519,1327756.055,16384
44.862,61651297,446360,1678303.168,1397865.478,16384
45.122,62049857,398560,1529232.334,1424138.849,16384
45.398,62391089,341232,1238240.629,1386959.205,16384
45.661,62797025,405936,1546438.763,1418855.117,16384
45.933,63195225,398200,1459047.376,1426893.569,16384
46.207,63613697,418472,1530523.273,1447619.509,16384
46.478,64028745,415048,1528271.033,1463749.814,16384
46.754,64471081,442336,1606395.716,1492278.995,16384
47.016,64940065,468984,1791443.636,1552111.923,16384
47.282,65413977,473912,1775982.312,1596886.001,16384
47.563,65847713,433736,1543549.428,1586218.686,16384
47.854,66296841,449128,1544060.568,1577787.062,16384
48.114,66475689,178848,688122.530,1399854.156,16384
48.368,66689993,214304,845132.298,1288909.784,16384
48.648,66940745,250752,893449.632,1209817.754,16384
48.904,67085545,144800,566637.422,1081181.688,16384
49.160,67223105,137560,536312.187,972207.787,16384
49.413,67405553,182448,722692.844,922304.799,16384
49.663,67591105,185552,742162.580,886276.355,16384
49.955,67801313,210208,720569.276,853134.939,16384
50.247,68037337,236024,807115.573,843931.066,16384
50.511,68255737,218400,827362.985,840617.450,16384
50.787,68555721,299984,1087607.072,890015.374,16384
51.058,68826249,270528,996946.086,911401.517,16384
51.339,69117297,291048,1035662.549,936253.723,16384
51.614,69446241,328944,1195372.793,988077.537,16384
51.880,69797113,350872,1322914.565,1055044.943,16384
52.146,70176033,378920,1423047.572,1128645.469,16384
52.417,70552513,376480,1390347.118,1180985.798,16384
52.697,70950465,397952,1418216.588,1228431.956,16384
52.969,71343121,392656,1444979.028,1271741.371,16384
53.243,71681953,338832,1235036.439,1264400.384,16384
53.507,72068569,386616,1466802.541,1304880.816,16384
53.786,72504417,435848,1560864.505,1356077.553,16384
54.041,72922185,417768,1638176.755,1412497.394,16384
54.295,73302265,380080,1498251.947,1429648.305,16384
54.578,73703361,401096,1418325.758,1427383.795,16384
54.832,74098209,394848,1551605.233,1452228.083,16384
55.111,74456321,358112,1282331.136,1418248.693,16384
55.372,74828457,372136,1428870.372,1420373.029,16384
55.622,75148009,319552,1275414.841,1391381.392,16384
55.921,75448201,300192,1005640.716,1314233.257,16384
56.171,75649017,200816,802370.480,1211860.701,16384
56.428,75853185,204168,796525.015,1128793.564,16384
56.681,76125409,272224,1073486.319,1117732.115,16384
56.932,76444425,319016,1273548.995,1148895.491,16384
57.212,76836833,392408,1402052.514,1199526.896,16384
57.496,77193041,356208,1253225.347,1210266.586,16384
57.757,77476393,283352,1082613.506,1184735.970,16384
58.013,77726897,250504,981030.194,1143994.815,16384
58.269,77967265,240368,938291.325,1102854.117,16384
58.523,78256865,289600,1138765.855,1110036.465,16384
58.822,78608729,351864,1177139.282,1123457.028,16384
59.079,78843305,234576,913559.688,1081477.560,16384
59.335,79077881,234576,917794.595,1048740.967,16384
59.589,79371577,293696,1155661.500,1070125.074,16384
59.860,79712561,340984,1258465.515,1107793.162,16384
60.113,80020281,307720,1214812.885,1129197.107,16384
60.366,80360809,340528,1344696.566,1172296.998,16384
60.630,80689961,329152,1250101.595,1187857.918,16384
60.889,80990689,300728,1156873.524,1181661.039,16384
61.161,81244089,253400,932821.398,1131893.111,16384
61.443,81506633,262544,930231.240,1091560.737,16384
61.695,81763921,257288,1022589.837,1077766.557,16384
61.976,81881209,117288,417428.293,945698.904,16384
62.234,82030105,148896,578100.843,872179.292,16384
62.517,82198073,167968,591671.622,816077.758,16384
62.784,82467401,269328,1011307.214,855123.649,16384
63.036,82751457,284056,1126543.387,909407.597,16384
63.297,82939697,188240,721114.709,871749.019,16384
63.551,83159793,220096,865001.505,870399.516,16384
63.810,83434913,275120,1065403.507,909400.315,16384
64.060,83639081,204168,814666.292,890453.510,16384
64.313,83814041,174960,693389.536,851040.715,16384
64.577,84024249,210208,794770.894,839786.751,16384
64.838,84206697,182448,699397.848,811708.970,16384
65.098,84379009,172312,662871.291,781941.434,16384
65.361,84516569,137560,522845.808,730122.309,16384
65.639,84716849,200280,719891.736,728076.194,16384
65.902,84981377,264528,1005162.836,783493.523,16384
66.180,85292697,311320,1121870.640,851168.946,16384
66.453,85698593,405896,1483542.350,977643.627,16384
66.704,86085953,387360,1546463.985,1091407.698,16384
66.959,86426481,340528,1337261.404,1140578.440,16384
67.215,86733457,306976,1194957.585,1151454.269,16384
67.471,87050569,317112,1238479.762,1168859.367,16384
67.753,87415465,364896,1296889.244,1194465.343,16384
68.032,87890865,475400,1700666.888,1295705.652,16384
68.302,88374497,483632,1792170.187,1394998.559,16384
68.577,88936321,561824,2047411.327,1525481.112,16384
68.854,89470633,534312,1928703.466,1606125.583,16384
69.127,90003497,532864,1948877.372,1674675.941,16384
69.391,90565321,561824,2125182.986,1764777.350,16384
69.687,91019993,454672,1539691.054,1719760.091,16384
69.956,91538377,518384,1922699.458,1760347.964,16384
70.226,91975673,437296,1620873.693,1732453.110,16384
70.502,92452065,476392,1724047.207,1730771.930,16384
70.822,92834337,382272,1198105.207,1624238.585,16384
71.090,93307337,473000,1763947.304,1652180.329,16384
71.376,93619153,311816,1089042.275,1539552.718,16384
71.641,93882441,263288,994192.038,1430480.582,16384
71.906,94188217,305776,1151139.804,1374612.426,16384
72.176,94517865,329648,1222387.194,1344167.380,16384
72.442,94852849,334984,1261087.275,1327551.359,16384
72.716,95225937,373088,1361315.078,1334304.103,16384
72.998,95595673,369736,1308991.368,1329241.556,16384
73.271,95978537,382864,1404555.016,1344304.248,16384
73.546,96407689,429152,1561090.878,1387661.574,16384
73.816,96836361,428672,1584006.805,1426930.620,16384
74.079,97275529,439168,1675091.046,1476562.705,16384
74.342,97627217,351688,1332660.349,1447782.234,16384
74.645,98006593,379376,1252728.340,1408771.455,16384
74.921,98394657,388064,1409846.810,1408986.526,16384
75.190,98810233,415576,1540278.230,1435244.867,16384
75.452,99240289,430056,1645972.218,1477390.337,16384
75.752,99596497,356208,1187545.653,1419421.400,16384
76.009,99906369,309872,1202267.715,1375990.663,16384
76.274,100250993,344624,1300895.011,1360971.533,16384
76.547,100605753,354760,1298886.266,1348554.479,16384
76.810,101005401,399648,1523081.285,1383459.841,16384
77.075,101387673,382272,1443504.359,1395468.744,16384
77.355,101749673,362000,1293348.615,1375044.718,16384
77.611,101963521,213848,832306.482,1266497.071,16384
77.862,102127145,163624,652558.163,1143709.290,16384
78.114,102341201,214056,851194.801,1085206.392,16384
78.399,102618473,277272,971163.717,1062397.857,16384
78.652,102884449,265976,1052130.658,1060344.417,16384
78.950,103105001,220552,738806.290,996036.792,16384
79.218,103364193,259192,969605.375,990750.508,16384
79.472,103614697,250504,987028.563,990006.119,16384
79.774,103901401,286704,947944.144,981593.724,16384
80.076,104124393,222992,738212.753,932917.530,16384
80.363,104361865,237472,827879.434,911909.911,16384
80.631,104533681,171816,641923.889,857912.706,16384
80.960,104738345,204664,621505.882,810631.341,16384
81.293,104942513,204168,613026.912,771110.456,16384
81.571,105084417,141904,511113.248,719111.014,16384
81.844,105256729,172312,629327.007,701154.213,16384
82.104,105440625,183896,707167.193,702356.809,16384
82.378,105640449,199824,731604.445,708206.336,16384
82.649,105890953,250504,924481.579,751461.385,16384
82.929,106147249,256296,914156.087,784000.325,16384
83.198,106406441,259192,961979.125,819596.085,16384
83.469,106674321,267880,988058.319,853288.532,16384
83.765,106981009,306688,1037574.383,890145.702,16384
84.025,107289721,308712,1189496.312,950015.824,16384
84.297,107657265,367544,1350154.303,1030043.520,16384
84.561,108014921,357656,1354974.680,1095029.752,16384
84.842,108328977,314056,1115517.924,1099127.386,16384
85.180,108621633,292656,867217.281,1052745.365,16384
85.468,108925961,304328,1057637.137,1053723.719,16384
85.749,109137369,211408,750123.035,993003.583,16384
86.039,109353121,215752,745476.477,943498.161,16384
86.314,109537017,183896,667563.305,888311.190,16384
86.590,109787161,250144,908020.392,892253.030,16384
86.861,109996057,208896,768813.190,867565.062,16384
87.126,110239961,243904,921858.382,878423.726,16384
87.394,110508377,268416,1002132.578,903165.497,16384
87.669,110808377,300000,1088932.382,940318.874,16384
87.943,111099193,290816,1061825.670,964620.233,16384
88.213,111412105,312912,1161317.044,1003959.595,16384
88.491,111764361,352256,1266664.126,1056500.501,16384
88.770,112131833,367472,1315768.367,1108354.074,16384
89.045,112503401,371568,1351526.928,1156988.645,16384
89.303,112887689,384288,1486639.556,1222918.827,16384
89.561,113294577,406888,1578745.402,1294084.142,16384
89.824,113738577,444000,1688821.032,1373031.520,16384
90.101,114167225,428648,1548474.728,1408120.162,16384
90.393,114639769,472544,1620081.795,1450512.488,16384
90.672,115136145,496376,1777142.565,1515838.504,16384
90.946,115357729,221584,808016.865,1374274.176,16384
91.226,115828577,470848,1683271.248,1436073.590,16384
91.502,116223385,394808,1428675.336,1434593.939,16384
91.760,116416009,192624,747563.155,1297187.782,16384
92.019,116518817,102808,397393.948,1117229.016,16384
92.274,116636105,117288,458844.158,985552.044,16384
92.538,116782353,146248,553863.120,899214.259,16384
92.797,116931497,149144,576272.313,834625.870,16384
93.078,117135417,203920,726076.368,812915.969,16384
93.347,117438049,302632,1124303.793,875193.534,16384
93.623,117719665,281616,1019194.216,903993.671,16384
93.894,118133793,414128,1529659.763,1029126.889,16384
94.165,118482761,348968,1288334.702,1080968.452,16384
94.435,118904585,421824,1560296.595,1176834.080,16384
94.688,119290745,386160,1528102.266,1247087.718,16384
94.945,119699081,408336,1589782.683,1315626.711,16384
95.214,120145065,445984,1656162.408,1383733.850,16384
95.479,120610089,465024,1752967.262,1457580.532,16384
95.746,120938321,328232,1229391.810,1411942.788,16384
96.016,121293081,354760,1315100.262,1392574.283,16384
96.302,121689833,396752,1387497.513,1391558.929,16384
96.582,122092377,402544,1436165.582,1400480.259,16384
96.852,122506753,414376,1537034.324,1427791.072,16384
97.116,122945249,438496,1662771.663,1474787.190,16384
97.379,123388585,443336,1685011.646,1516832.081,16384
97.659,123847937,459352,1640914.407,1541648.547,16384
97.934,124339921,491984,1789527.938,1591224.425,16384
98.206,124794977,455056,1670393.081,1607058.156,16384
98.480,125312193,517216,1891847.603,1664016.046,16384
98.755,125835673,523480,1899183.773,1711049.591,16384
99.032,126391737,556064,2005556.483,1769950.970,16384
99.292,126937057,545320,2104517.310,1836864.238,16384
99.564,127493665,556608,2044485.094,1878388.409,16384
99.832,128091689,598024,2230888.432,1948888.414,16384
